timestamp,symbol,side,qty,price,pnl,reason
2026-04-02T01:22:21.180468,SOL-USD,BUY,1185.12974052,80.16,0.0,%R=-95.7 oversold
2026-04-02T05:28:44.641150,DOGE-USD,BUY,52777.77777778,0.09,0.0,%R=-90.6 oversold
