date,portfolio_value,total_pnl,total_pnl_pct,drawdown_pct
2026-03-31,100000.0,0.0,0.0,0.0
2026-04-01,100000.0,0.0,0.0,0.0
2026-04-01,100000.0,0.0,0.0,0.0
2026-04-01,100000.0,0.0,0.0,0.0
2026-04-01,100000.0,0.0,0.0,0.0
2026-04-01,100000.0,0.0,0.0,0.0
2026-04-02,100000.0,0.0,0.0,0.0
2026-04-02,100000.0,0.0,0.0,0.0
2026-04-02,100000.0,0.0,0.0,0.0
2026-04-02,100000.0,0.0,0.0,0.0
2026-04-02,100000.0,0.0,0.0,0.0
2026-04-02,100000.0,0.0,0.0,0.0
2026-04-03,100000.0,0.0,0.0,0.0
2026-04-03,100000.0,0.0,0.0,0.0
2026-04-03,100000.0,0.0,0.0,0.0
2026-04-03,100000.0,0.0,0.0,0.0
2026-04-03,100000.0,0.0,0.0,0.0
2026-04-03,100000.0,0.0,0.0,0.0
2026-04-04,100000.0,0.0,0.0,0.0
2026-04-04,100000.0,0.0,0.0,0.0
2026-04-04,100000.0,0.0,0.0,0.0
2026-04-04,100000.0,0.0,0.0,0.0
2026-04-04,100000.0,0.0,0.0,0.0
2026-04-04,100000.0,0.0,0.0,0.0
2026-04-05,100000.0,0.0,0.0,0.0
2026-04-05,100000.0,0.0,0.0,0.0
2026-04-05,100000.0,0.0,0.0,0.0
2026-04-05,100000.0,0.0,0.0,0.0
2026-04-05,100000.0,0.0,0.0,0.0
2026-04-05,100000.0,0.0,0.0,0.0
2026-04-06,100000.0,0.0,0.0,0.0
2026-04-06,100000.0,0.0,0.0,0.0
2026-04-06,100000.0,0.0,0.0,0.0
2026-04-06,100000.0,0.0,0.0,0.0
2026-04-06,100000.0,0.0,0.0,0.0
2026-04-06,100000.0,0.0,0.0,0.0
2026-04-07,100000.0,0.0,0.0,0.0
2026-04-07,100000.0,0.0,0.0,0.0
2026-04-07,100000.0,0.0,0.0,0.0
2026-04-07,100000.0,0.0,0.0,0.0
2026-04-07,100000.0,0.0,0.0,0.0
2026-04-07,100000.0,0.0,0.0,0.0
2026-04-08,100000.0,0.0,0.0,0.0
2026-04-08,100000.0,0.0,0.0,0.0
2026-04-08,100000.0,0.0,0.0,0.0
2026-04-08,100000.0,0.0,0.0,0.0
2026-04-08,100000.0,0.0,0.0,0.0
2026-04-08,100000.0,0.0,0.0,0.0
2026-04-09,100000.0,0.0,0.0,0.0
2026-04-09,100000.0,0.0,0.0,0.0
2026-04-09,100000.0,0.0,0.0,0.0
2026-04-09,100000.0,0.0,0.0,0.0
2026-04-09,100000.0,0.0,0.0,0.0
2026-04-09,100000.0,0.0,0.0,0.0
2026-04-10,100000.0,0.0,0.0,0.0
2026-04-10,100000.0,0.0,0.0,0.0
2026-04-10,100000.0,0.0,0.0,0.0
2026-04-10,100000.0,0.0,0.0,0.0
2026-04-10,100000.0,0.0,0.0,0.0
2026-04-10,100000.0,0.0,0.0,0.0
2026-04-11,100000.0,0.0,0.0,0.0
2026-04-11,100000.0,0.0,0.0,0.0
2026-04-11,100000.0,0.0,0.0,0.0
2026-04-11,100000.0,0.0,0.0,0.0
2026-04-11,100000.0,0.0,0.0,0.0
2026-04-11,100000.0,0.0,0.0,0.0
2026-04-12,100000.0,0.0,0.0,0.0
2026-04-12,100000.0,0.0,0.0,0.0
2026-04-12,100000.0,0.0,0.0,0.0
2026-04-12,100000.0,0.0,0.0,0.0
2026-04-12,100000.0,0.0,0.0,0.0
2026-04-12,100000.0,0.0,0.0,0.0
2026-04-13,100000.0,0.0,0.0,0.0
2026-04-13,100000.0,0.0,0.0,0.0
2026-04-13,100000.0,0.0,0.0,0.0
2026-04-13,100000.0,0.0,0.0,0.0
2026-04-13,100000.0,0.0,0.0,0.0
2026-04-13,100000.0,0.0,0.0,0.0
2026-04-14,100000.0,0.0,0.0,0.0
2026-04-14,100000.0,0.0,0.0,0.0
2026-04-14,100000.0,0.0,0.0,0.0
2026-04-14,100000.0,0.0,0.0,0.0
2026-04-14,100000.0,0.0,0.0,0.0
2026-04-14,100000.0,0.0,0.0,0.0
2026-04-15,100000.0,0.0,0.0,0.0
2026-04-15,100000.0,0.0,0.0,0.0
2026-04-15,100000.0,0.0,0.0,0.0
2026-04-15,100000.0,0.0,0.0,0.0
2026-04-15,100000.0,0.0,0.0,0.0
2026-04-15,100000.0,0.0,0.0,0.0
2026-04-16,100000.0,0.0,0.0,0.0
2026-04-16,100000.0,0.0,0.0,0.0
2026-04-16,100000.0,0.0,0.0,0.0
2026-04-16,100000.0,0.0,0.0,0.0
2026-04-16,100000.0,0.0,0.0,0.0
2026-04-16,100000.0,0.0,0.0,0.0
2026-04-17,100000.0,0.0,0.0,0.0
2026-04-17,100000.0,0.0,0.0,0.0
2026-04-17,100000.0,0.0,0.0,0.0
2026-04-17,100000.0,0.0,0.0,0.0
2026-04-17,100000.0,0.0,0.0,0.0
2026-04-17,100000.0,0.0,0.0,0.0
2026-04-18,100000.0,0.0,0.0,0.0
2026-04-18,100000.0,0.0,0.0,0.0
2026-04-18,100000.0,0.0,0.0,0.0
2026-04-18,100000.0,0.0,0.0,0.0
2026-04-18,100000.0,0.0,0.0,0.0
2026-04-18,100000.0,0.0,0.0,0.0
2026-04-19,100000.0,0.0,0.0,0.0
2026-04-19,100000.0,0.0,0.0,0.0
2026-04-19,100000.0,0.0,0.0,0.0
2026-04-19,100000.0,0.0,0.0,0.0
2026-04-19,100000.0,0.0,0.0,0.0
2026-04-19,100000.0,0.0,0.0,0.0
2026-04-20,100000.0,0.0,0.0,0.0
2026-04-20,100000.0,0.0,0.0,0.0
2026-04-20,100000.0,0.0,0.0,0.0
2026-04-20,100000.0,0.0,0.0,0.0
2026-04-20,100000.0,0.0,0.0,0.0
2026-04-20,100000.0,0.0,0.0,0.0
2026-04-21,100000.0,0.0,0.0,0.0
2026-04-21,100000.0,0.0,0.0,0.0
2026-04-21,100000.0,0.0,0.0,0.0
2026-04-21,100000.0,0.0,0.0,0.0
2026-04-21,100000.0,0.0,0.0,0.0
2026-04-21,100000.0,0.0,0.0,0.0
2026-04-22,100000.0,0.0,0.0,0.0
2026-04-22,100000.0,0.0,0.0,0.0
2026-04-22,100000.0,0.0,0.0,0.0
2026-04-22,100000.0,0.0,0.0,0.0
2026-04-22,100000.0,0.0,0.0,0.0
2026-04-22,100000.0,0.0,0.0,0.0
2026-04-23,100000.0,0.0,0.0,0.0
2026-04-23,100000.0,0.0,0.0,0.0
2026-04-23,100000.0,0.0,0.0,0.0
2026-04-23,100000.0,0.0,0.0,0.0
2026-04-23,100000.0,0.0,0.0,0.0
