timestamp,symbol,side,qty,price,order_id,portfolio_value,signal_rsi,signal_reason
2026-03-31T11:54:58.377271,NVDA,BUY,548.2773,173.27,568ad6de-14df-4653-96fa-3c1a4e2126e3,100000.0,36.64,"RSI=36.6 < 40, price near MA"
2026-03-31T11:54:58.460979,TSLA,BUY,256.9026,369.79,80593554-be49-4d20-8336-4c08124442c5,100000.0,34.04,"RSI=34.0 < 40, price near MA"
