timestamp,symbol,side,qty,price,pnl,reason
2026-03-31T11:06:10.844062,AMD,BUY,479.8707,197.97,0.0,%K=19.6 oversold (<20)
2026-03-31T11:06:10.845060,COIN,BUY,28.3904,167.31,0.0,%K=16.1 oversold (<20)
2026-04-02T21:54:05.788016,AMD,SELL,479.8707,217.5,9371.87,%K=86.6 overbought (>80)
2026-04-02T21:54:05.788086,TSLA,BUY,275.6338,360.59,0.0,%K=16.4 oversold (<20)
2026-04-14T22:07:00.560534,COIN,SELL,28.3904,184.41,485.48,%K=80.5 overbought (>80)
2026-04-15T22:06:05.343258,TSLA,SELL,275.6338,391.95,8643.87,%K=95.3 overbought (>80)
2026-05-04T22:15:59.956099,NVDA,BUY,567.1915,198.48,0.0,%K=16.9 oversold (<20)
