date,portfolio_value,total_pnl,total_pnl_pct,drawdown_pct
2026-04-23,108153.61,8153.61,8.154,0.0
2026-04-23,107418.56,7418.56,7.419,0.0
2026-04-23,107938.4,7938.4,7.938,0.0
2026-04-24,108081.43,8081.43,8.081,0.0
2026-04-24,107301.66,7301.66,7.302,0.0
2026-04-24,107052.8,7052.8,7.053,0.0
2026-04-24,107945.05,7945.05,7.945,0.0
2026-04-24,107320.7,7320.7,7.321,0.0
2026-04-24,107789.63,7789.63,7.79,0.0
2026-04-25,107489.85,7489.85,7.49,0.0
2026-04-25,107398.19,7398.19,7.398,0.0
2026-04-25,107576.64,7576.64,7.577,0.0
2026-04-25,107215.32,7215.32,7.215,0.0
2026-04-25,107079.82,7079.82,7.08,0.0
2026-04-25,107209.55,7209.55,7.21,0.0
2026-04-26,107403.51,7403.51,7.404,0.0
2026-04-26,108073.02,8073.02,8.073,0.0
2026-04-26,108124.83,8124.83,8.125,0.0
2026-04-26,108084.97,8084.97,8.085,0.0
2026-04-26,108783.72,8783.72,8.784,0.0
2026-04-26,109667.99,9667.99,9.668,0.0
2026-04-27,110747.55,10747.55,10.748,0.0
2026-04-27,107884.83,7884.83,7.885,0.0
2026-04-27,107628.89,7628.89,7.629,0.0
2026-04-27,107408.82,7408.82,7.409,0.0
2026-04-27,105877.17,5877.17,5.877,0.0
2026-04-27,106325.28,6325.28,6.325,0.0
2026-04-28,106603.36,6603.36,6.603,0.0
2026-04-28,105968.82,5968.82,5.969,0.0
2026-04-28,105972.81,5972.81,5.973,0.0
2026-04-28,105290.45,5290.45,5.29,0.0
2026-04-28,105290.45,5290.45,5.29,0.0
2026-04-28,105290.45,5290.45,5.29,0.0
2026-04-29,105290.45,5290.45,5.29,0.0
2026-04-29,105290.45,5290.45,5.29,0.0
2026-04-29,105290.45,5290.45,5.29,0.0
2026-04-29,105290.45,5290.45,5.29,0.0
2026-04-29,105290.45,5290.45,5.29,0.0
2026-04-29,105290.45,5290.45,5.29,0.0
2026-04-30,105290.45,5290.45,5.29,0.0
2026-04-30,105290.45,5290.45,5.29,0.0
2026-04-30,105290.45,5290.45,5.29,0.0
2026-04-30,105290.45,5290.45,5.29,0.0
2026-04-30,105290.45,5290.45,5.29,0.0
2026-04-30,105290.45,5290.45,5.29,0.0
2026-05-01,105290.45,5290.45,5.29,0.0
2026-05-01,105290.45,5290.45,5.29,0.0
2026-05-01,105290.45,5290.45,5.29,0.0
2026-05-01,105290.45,5290.45,5.29,0.0
2026-05-01,105290.45,5290.45,5.29,0.0
2026-05-01,105290.45,5290.45,5.29,0.0
2026-05-02,105290.45,5290.45,5.29,0.0
2026-05-02,105290.45,5290.45,5.29,0.0
2026-05-02,105290.45,5290.45,5.29,0.0
2026-05-02,105290.45,5290.45,5.29,0.0
2026-05-02,105290.45,5290.45,5.29,0.0
2026-05-02,105290.45,5290.45,5.29,0.0
2026-05-03,105290.45,5290.45,5.29,0.0
