timestamp,symbol,side,qty,price,pnl,reason
2026-04-02T01:22:21.178051,SOL-USD,BUY,1185.12974052,80.16,0.0,%K=4.3 oversold
2026-04-02T05:28:44.638808,DOGE-USD,BUY,52777.77777778,0.09,0.0,%K=9.4 oversold
2026-04-10T20:26:31.185160,SOL-USD,SELL,1185.12974052,85.42,6233.78,%K=86.1 overbought
2026-04-10T20:26:31.185229,DOGE-USD,SELL,52777.77777778,0.09,0.0,%K=87.7 overbought
2026-04-27T17:15:35.111571,SOL-USD,BUY,1196.75196624,84.33,0.0,%K=20.0 oversold
2026-04-27T17:15:35.111641,ETH-USD,BUY,2.2111672,2282.1,0.0,%K=13.0 oversold
2026-05-05T13:14:58.931763,ETH-USD,SELL,2.2111672,2395.88,251.59,%K=86.6 overbought
