timestamp,symbol,side,qty,price,pnl,reason
2026-04-01T21:59:34.567295,AMD,BUY,451.929,210.21,0.0,9EMA crossed above 21EMA
2026-04-09T21:58:37.249598,NVDA,BUY,25.8279,183.91,0.0,9EMA crossed above 21EMA
2026-04-09T21:58:37.249665,SPY,BUY,0.3493,679.91,0.0,9EMA crossed above 21EMA
